spec,allowable_load_kg
7.5R16LT16PR(D),1460
7.5R16LT16PR(S),1660
7.5R17.5-12PR(D),1750
7.5R17.5-12PR(S),1850
70R19.5-14PR(D),2120
70R19.5-14PR(S),2240
8.00-16.5LT10PR(D),930
8.00-16.5LT10PR(S),1055
8.00-16.5LT12PR(D),1035
8.00-16.5LT12PR(S),1175
8.00-16.5LT6PR(D),690
8.00-16.5LT6PR(S),785
8.00-16.5LT8PR(D),815
8.00-16.5LT8PR(S),925
8.00R16.5LT10PR(D),930
8.00R16.5LT10PR(S),1055
8.00R16.5LT12PR(D),1035
8.00R16.5LT12PR(S),1175
8.00R16.5LT6PR(D),690
8.00R16.5LT6PR(S),785
8.00R16.5LT8PR(D),825
8.00R16.5LT8PR(S),925
8.25-15-10PR(D),1355
8.25-15-10PR(S),1420
8.25-15-12PR(D),1495
8.25-15-12PR(S),1570
8.25-15-14PR(D),1565
8.25-15-14PR(S),1645
8.25-15-16PR(D),1635
8.25-15-16PR(S),1715
8.25-16-10PRLT(D),1365
8.25-16-10PRLT(S),1430
8.25-16-12PRLT(D),1500
8.25-16-12PRLT(S),1575
8.25-16-14PRLT(D),1630
8.25-16-14PRLT(S),1710
8.25-16-16PR(D),1460
8.25-16-16PR(D),1640
8.25-16-16PR(S),1850
8.25-16-16PR(S),1860
8.25-16-16PRLT(D),1710
8.25-16-16PRLT(S),1795
8.25-16-18PR(D),1725
8.25-16-18PR(D),1728
8.25-16-18PR(D),1730
8.25-16-18PR(D),1755
8.25-16-18PR(D),1790
8.25-16-18PR(D),1791
8.25-16-18PR(D),1792
8.25-16-18PR(S),1814
8.25-16-18PR(S),1960
8.25-16-18PR(S),1964
8.25-16-18PR(S),1965
8.25-16-18PR(S),1995
8.25-16-18PR(S),1996
8.25-16-18PRLT(D),1790
8.25-16-18PRLT(S),1880
8.25-16-8PRLT(D),1220
8.25-16-8PRLT(S),1280
8.25-20-10PR(D),1670
8.25-20-10PR(S),1750
8.25-20-12PR(D),1845
8.25-20-12PR(S),1940
8.25-20-14PR(D),1930
8.25-20-14PR(S),2030
8.25/R16-16PR(S),1915
8.25R-16-16PR(D),1685
8.25R-16-16PR(S),1915
8.25R-16-18PR(D),1790
8.25R-16-18PR(S),1964
8.25R-16-18PR(S),1995
8.25R.16LT-18PR(D),1790
8.25R15TR18PR(S),5950
8.25R16-10PRLT(D),1365
8.25R16-10PRLT(S),1430
8.25R16-12PRLT(D),1500
8.25R16-12PRLT(S),1575
8.25R16-14PRLT(D),1630
8.25R16-14PRLT(S),1710
8.25R16-16PR(D),1614
8.25R16-16PR(D),1615
8.25R16-16PR(D),1685
8.25R16-16PR(D),1790
8.25R16-16PR(S),1835
8.25R16-16PR(S),1837
8.25R16-16PR(S),1860
8.25R16-16PR(S),1914
8.25R16-16PR(S),1915
8.25R16-16PR(S),1995
8.25R16-18PR(D),1755
8.25R16-18PR(D),1790
8.25R16-18PR(D),1791
8.25R16-18PR(D),1792
8.25R16-18PR(S),1995
8.25R16-18PR(S),1996
8.25R16-18PR(S),2000
8.25R16/16PR(D),1685
8.25R16LT(D),1790
8.25R17.5-18PR(D),1728
8.25R20-14PR(D),1930
8.25R20-14PR(S),2030
8.25X16-16PR(D),1640
8.25X16-16PR(S),1850
8.50R16-14PR(S),1500
8.50R17.5-12PR(D),1370
8.50R17.5-12PR(D),1380
8.50R17.5-12PR(D),1400
8.50R17.5-12PR(D),1401
8.50R17.5-12PR(D),1450
8.50R17.5-12PR(D),1460
8.50R17.5-12PR(D),3090
8.50R17.5-12PR(S),1450
8.50R17.5-12PR(S),1451
8.50R17.5-12PR(S),3200
8.5R-17.5-12PR(D),1400
8.5R16-16PR(D),1640
8.5R16-16PR(S),1860
8.5R17.5-12PR((D),1400
8.5R17.5-12PR((S),1450
8.5R17.5-12PR(D),140
8.5R17.5-12PR(D),1400
8.5R17.5-12PR(D),1401
8.5R17.5-12PR(D),1450
8.5R17.5-12PR(D),3000
8.5R17.5-12PR(D),3090
8.5R17.5-12PR(S),1450
8.5R17.5-12PR(S),1451
8.5R17.5-12PR(S),3200
8.5R17.5-16PR(S),1660
8.75-16.5LT10PR(D),1070
8.75-16.5LT10PR(S),1215
8.75-16.5LT12PR(D),1185
8.75-16.5LT12PR(S),1350
8.75-16.5LT6PR(D),795
8.75-16.5LT6PR(S),900
8.75-16.5LT8PR(D),935
8.75-16.5LT8PR(S),1065
8.75R16.5LT10PR(D),1070
8.75R16.5LT10PR(S),1215
8.75R16.5LT12PR(D),1185
8.75R16.5LT12PR(S),1350
8.75R16.5LT6PR(D),795
8.75R16.5LT6PR(S),900
8.75R16.5LT8PR(D),935
8.75R16.5LT8PR(S),1065
85R14LT102,850
8R17.5-10PR(D),1250
8R17.5-10PR(D),1252
8R17.5-10PR(S),1285
8R17.5-10PR(S),1286
9-156PRLT(S),895
9-158PRLT(S),1060
9-22.5-10PR(D),1670
9-22.5-10PR(S),1750
9-22.5-12PR(D),1845
9-22.5-12PR(S),1940
9-22.5-14PR(D),1930
9-22.5-14PR(S),2030
9-22.5-16PR(D),2010
9-22.5-16PR(S),2120
9.00-15-12PR(D),1795
9.00-15-12PR(S),1885
9.00-15-14PR(D),1875
9.00-15-14PR(S),1970
9.00-15-16PR(D),1955
9.00-15-16PR(S),2050
9.00-16-10PRLT(D),1550
9.00-16-10PRLT(S),1630
9.00-16-12PRLT(D),1705
9.00-16-12PRLT(S),1795
9.00-16-14PR(D),2245
9.00-16-14PR(S),2571
9.00-16-14PRLT(D),1850
9.00-16-14PRLT(S),1945
9.00-16-8PRLT(D),1385
9.00-16-8PRLT(S),1455
9.00-20-10PR(D),1930
9.00-20-10PR(S),2025
9.00-20-12PR(D),2145
9.00-20-12PR(S),2255
9.00-20-14PR(D),2250
9.00-20-14PR(D),2255
9.00-20-14PR(D),2300
9.00-20-14PR(S),2415
9.00-20-14PR(S),2570
9.00-20-16PR(D),2400
9.00-20-16PR(D),2445
9.00-20-16PR(D),2450
9.00-20-16PR(S),2515
9.00-20-16PR(S),2790
9.00-20-16PR(S),2795
9.00-20-16PR(S),3795
9.00-20-8PR(D),1695
9.00-20-8PR(S),1780
9.00R-20-14PR(S),2575
9.00R20-14PR(D),2254
9.00R20-14PR(D),2300
9.00R20-14PR(S),2415
9.00R20-14PR(S),2575
9.5-17.5-16PR(D),2575
9.5-17.5-16PR(S),2725
9.5-17.5-18PR(D),2575
9.5-17.5-18PR(S),2725
9.50-16.5LT10PR(D),1265
9.50-16.5LT10PR(S),1435
9.50-16.5LT6PR(D),940
9.50-16.5LT6PR(S),1065
9.50-16.5LT8PR(D),1110
9.50-16.5LT8PR(S),1260
9.50R16.5LT10PR(D),1265
9.50R16.5LT10PR(S),1435
9.50R16.5LT6PR(D),940
9.50R16.5LT6PR(S),1065
9.50R16.5LT8PR(D),1110
9.50R16.5LT8PR(S),1260
9.50R17.5-16PR(D),2575
9.50R17.5-16PR(S),2725
9.50R17.5-18PR(S),2725
9.5R-17.5-16PR(D),2120
9.5R-17.5-16PR(D),2575
9.5R-17.5-16PR(S),2240
9.5R-17.5-16PR(S),2725
9.5R-17.5-18PR(D),2575
9.5R-17.5(D),2575
9.5R/17.5-16PR(D),2525
9.5R/17.5-16PR(D),2575
9.5R/17.5-16PR(S),2725
9.5R17.5-12PR(S),1850
9.5R17.5-16PR(D),1750
9.5R17.5-16PR(D),1850
9.5R17.5-16PR(D),2118
9.5R17.5-16PR(D),2120
9.5R17.5-16PR(D),2575
9.5R17.5-16PR(D),2725
9.5R17.5-16PR(S),1850
9.5R17.5-16PR(S),1950
9.5R17.5-16PR(S),2240
9.5R17.5-16PR(S),2725
9.5R17.5-18PR(D),2574
9.5R17.5-18PR(D),2575
9.5R17.5-18PR(S),2723
9.5R17.5-18PR(S),2725
9.5R17.5(D),1850
95R17.5.18,2725
9R156PRLT(S),895
9R158PRLT(S),1060
9R22.5-14PR(D),1930
9R22.5-14PR(S),2030
중후후12R22.5-16PR(D),2867
트레일러(피견인),10000
LT175/75R146PR(D),515
LT175/75R146PR(S),560
LT185/75R146PR(D),560
LT185/75R146PR(S),615
LT195/75R146PR(D),600
LT195/75R146PR(S),650
LT195/75R148PR(D),710
LT195/75R148PR(S),775
LT195/75R156PR(D),630
LT195/75R156PR(S),690
LT205/75R156PR(D),690
LT205/75R156PR(S),750
LT215/70R146PR(D),670
LT215/70R146PR(S),730
LT215/75R146PR(D),690
LT215/75R146PR(S),750
LT215/75R15 100/97(S),800
LT215/75R15 106/130Q(D),800
LT215/75R15 106/130Q(S),730
LT215/75R156PR(D),730
LT215/75R156PR(S),800
LT215/75R158PR(D),875
LT215/75R158PR(S),950
LT215/85R1610PR(D),1120
LT215/85R1610PR(S),1215
LT215/85R166PR(D),800
LT215/85R166PR(S),880
LT215/85R168PR(D),975
LT215/85R168PR(S),1060
LT225/75R16,1215
LT225/75R1610PR(D),1120
LT225/75R1610PR(S),1215
LT225/75R166PR(D),800
LT225/75R166PR(S),880
LT225/75R168PR(D),975
LT225/75R168PR(S),1060
LT235/70R166PR(D),825
LT235/70R166PR(S),900
LT235/75R15,900
LT235/75R15(D),850
LT235/75R1510PR(D),1150
LT235/75R1510PR(S),1250
LT235/75R156PR(D),825
LT235/75R156PR(S),900
LT235/75R158PR(D),975
LT235/75R158PR(S),1060
LT235/85R1610PR(D),1260
LT235/85R1610PR(S),1380
LT235/85R166PR(D),910
LT235/85R166PR(S),1000
LT235/85R168PR(D),1080
LT235/85R168PR(S),1190
LT245/70R156PR(D),850
LT245/70R156PR(S),925
LT245/75R-16E(D),1380
LT245/75R-16E(S),1380
LT245/75R16(D),1380
LT245/75R1610PR(D),1260
LT245/75R1610PR(S),1380
LT245/75R166PR(D),910
LT245/75R166PR(S),1000
LT245/75R168PR(D),1080
LT245/75R168PR(S),1190
LT255/70R156PR(D),875
LT255/70R156PR(S),975
LT255/70R166PR(D),900
LT255/70R166PR(S),1000
LT255/75R156PR(D),925
LT255/75R156PR(S),1030
LT255/85R166PR(D),1030
LT255/85R166PR(S),1120
LT255/85R168PR(D),1250
LT255/85R168PR(S),1360
LT265/60R18,1360
LT265/60R18,1250
LT265/65R17,1400
LT265/65R18,1360
LT265/65R18,1500
LT265/70R156PR(D),925
LT265/70R156PR(S),1030
LT265/70R17,1450
LT265/75R16,1400
LT265/75R1610PR(D),1400
LT265/75R1610PR(S),1550
LT265/75R166PR(D),1030
LT265/75R166PR(S),1120
LT265/75R168PR(D),1250
LT265/75R168PR(S),1360
LT275/65R18,1400
LT275/65R18,1550
LT275/65R20,1700
LT275/70R166PR(D),1030
LT275/70R166PR(S),1120
LT275/70R168PR(D),1250
LT275/70R168PR(S),1360
LT275/70R18,1650
LT275/75R18,1750
LT285/50R20,1360
LT285/60R20,1651
LT285/65R20,1750
LT285/70R17,1320
LT285/70R17,1450
LT285/75/16,1550
LT285/75R16,1700
LT285/75R166PR(D),1150
LT285/75R166PR(S),1250
LT285/75R168PR(D),1360
LT285/75R168PR(S),1500
LT285/75R17,1285
LT305/55R20,1450
LT305/70R16,1600
LT315/70R156PR(D),975
LT315/70R156PR(S),1060
LT325/65R18,1750
LT33X12.50R24,900
LT38X13.5R17,1600
MT33X12.50R15,1000
MT35X12.50R15,1000
P195/60R15,615
P195/75R14,1210
P195/75R14,1240
P195/75R16C 10PR,1060
P205-75R15(S),725
P205/45ZR17,560
P205/70R15(S),775
P215/70R15,750
P215/75R15(S),790
P225/55R16,775
P225/55R16,690
P225/55ZR16,775
P225/65R16,900
P225/70R15,785
P225/70R16,825
P225/75R16,1215
P225/75R16(S),900
P235/35R19,615
P235/45ZR18,750
P235/60R16,800
P235/60R18(S),975
P235/70R16(S),900
P235/75R16,1030
P245/65R17,925
P245/70R16,950
P245/75R17,1060
P255/55R18,1030
P255/60R18,1000
P255/60R18(S),1000
P255/65R16,950
P255/70R15,990
P265/65R18,1120
P265/70R15(S),1055
P265/70R15(S),1060
P275/45R20,950
P275/60R15(S),975
P33/12.50R17,1000
P33X12.50R20,1450
P35X13.50R15,1500
P37/13.50R17LT,1950
P37/13.50R24LT,1600
R245/70R19.5-14PR(D),2120
